,symbol,stock,side,qty,cost basis,amount,fee,created date,date,current_status,batch_number,batch_dateopen,batch_dateclosed,batch_lot,qty_buys,qty_sells,qty_net,amount_buys,amount_sells,amount_net,CB_batch,CB_effective,SB_avg,p&l_batch,p&l_ticker,p&l ticker,p&l_line
55,NGAC,NextGen,buy,5.0,10.07,50.35,0.0,6/13/2021,6/14/2021,Active,1.0,6/14/2021,n/a,1.0,5.0,0.0,5.0,50.35,0.0,50.35,10.07,10.07,0.0,0.0,0.0,,
56,RBLX,Roblox,buy,1.0,82.21,82.21,0.0,6/16/2021,6/16/2021,Active,1.0,5/25/2021,n/a,2.0,2.0,0.0,2.0,171.20999999999998,0.0,171.20999999999998,85.60499999999999,85.60499999999999,0.0,0.0,,0.0,0.0
57,RBLX,Roblox,buy,1.0,81.5,81.5,0.0,6/16/2021,6/16/2021,Active,1.0,5/25/2021,n/a,3.0,3.0,0.0,3.0,252.70999999999998,0.0,252.70999999999998,84.23666666666666,84.23666666666666,0.0,0.0,,0.0,0.0
58,TSM,Taiwan Semiconductor Manufacturing,buy,0.21208,117.88,25.0,0.0,6/17/2021,6/17/2021,Active,1.0,6/8/2021,n/a,3.0,0.652092,0.0,0.652092,76.0,0.0,76.0,116.5511002588592,116.54797175858621,0.0,0.0,,0.0,0.0
59,LULU,Lululemon,buy,0.074516,335.5,25.0,0.0,6/17/2021,6/17/2021,Active,1.0,6/17/2021,n/a,1.0,0.074516,0.0,0.074516,25.0,0.0,25.0,335.5,335.5,0.0,0.0,0.0,,
60,TDOC,Teladoc Health,buy,0.165947,150.65,25.0,0.0,6/17/2021,6/17/2021,Active,1.0,7/26/2018,n/a,2.0,1.165947,0.0,1.165947,91.55,0.0,91.55,78.5197916800678,78.51986411046127,0.0,0.0,,0.0,0.0
61,TER,Teradyne,buy,0.195434,127.92,25.0,0.0,6/17/2021,6/17/2021,Active,1.0,4/1/2021,n/a,2.0,1.195434,0.0,1.195434,151.37,0.0,151.37,126.62339976945611,126.6234689660826,0.0,0.0,,0.0,0.0
62,F,Ford Motor,buy,1.0,15.2,15.2,0.0,6/17/2021,6/17/2021,Active,1.0,6/17/2021,n/a,1.0,1.0,0.0,1.0,15.2,0.0,15.2,15.2,15.2,0.0,0.0,0.0,,
63,F,Ford Motor,buy,1.0,15.2,15.2,0.0,6/17/2021,6/17/2021,Active,1.0,6/17/2021,n/a,2.0,2.0,0.0,2.0,30.4,0.0,30.4,15.2,15.2,0.0,0.0,,0.0,0.0
64,AMD,AMD,buy,0.304154,82.2,25.0,0.0,6/17/2021,6/17/2021,Active,1.0,6/17/2021,n/a,1.0,0.304154,0.0,0.304154,25.0,0.0,25.0,82.2,82.2,0.0,0.0,0.0,,
65,TER,Teradyne,buy,0.000797,125.47,0.1,0.0,6/18/2021,6/21/2021,Active,1.0,4/1/2021,n/a,3.0,1.196231,0.0,1.196231,151.47,0.0,151.47,126.62263130616078,126.62270079942753,0.0,0.0,,0.0,0.0
66,SPLK,Splunk,buy,0.18055,138.47,25.0,0.0,6/23/2021,6/23/2021,Active,1.0,6/23/2021,n/a,1.0,0.18055,0.0,0.18055,25.0,0.0,25.0,138.47,138.47,0.0,0.0,0.0,,
67,ALRM,Alarm.com,buy,0.596801,83.78,50.0,0.0,6/23/2021,6/23/2021,Active,1.0,6/23/2021,n/a,1.0,0.596801,0.0,0.596801,50.0,0.0,50.0,83.78,83.78,0.0,0.0,0.0,,
68,BARK,BARK,buy,1.0,10.03,10.03,0.0,6/28/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,1.0,0.0,1.0,10.03,0.0,10.03,10.03,10.03,0.0,0.0,0.0,,
69,BARK,BARK,buy,1.0,10.03,10.03,0.0,6/28/2021,6/29/2021,Active,1.0,6/29/2021,n/a,2.0,2.0,0.0,2.0,20.06,0.0,20.06,10.03,10.03,0.0,0.0,,0.0,0.0
70,QRVO,Qorvo,buy,0.396909,188.96,75.0,0.0,6/28/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,0.396909,0.0,0.396909,75.0,0.0,75.0,188.96,188.96,0.0,0.0,0.0,,
71,MRIN,Marin Software,buy,1.0,11.84,11.84,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,1.0,0.0,1.0,11.84,0.0,11.84,11.84,11.84,0.0,0.0,0.0,,
72,XELA,Exela Technologies,buy,5.0,2.04,10.19,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,5.0,0.0,5.0,10.19,0.0,10.19,2.04,2.04,0.0,0.0,0.0,,
73,GLBS,Globus Maritime,buy,5.0,3.85,19.25,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,5.0,0.0,5.0,19.25,0.0,19.25,3.85,3.85,0.0,0.0,0.0,,
74,MRIN,Marin Software,buy,1.0,12.83,12.83,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,2.0,2.0,0.0,2.0,24.67,0.0,24.67,12.335,12.335,0.0,0.0,,0.0,0.0
75,PBTS,Powerbridge Technologies,buy,10.0,2.04,20.35,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,1.0,10.0,0.0,10.0,20.35,0.0,20.35,2.04,2.04,0.0,0.0,0.0,,
76,GLBS,Globus Maritime,sell,5.0,3.84,19.2,0.0,6/29/2021,6/29/2021,Inactive,1.0,6/29/2021,6/29/2021,1.0,5.0,5.0,0.0,19.25,19.2,0.05000000000000071,3.85,3.85,3.84,-0.050000000000001155,,-0.050000000000001155,-0.050000000000001155
77,PBTS,Powerbridge Technologies,buy,5.0,2.26,11.3,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,2.0,15.0,0.0,15.0,31.650000000000002,0.0,31.650000000000002,2.113333333333333,2.1100000000000003,0.0,0.0,,0.0,0.0
78,MRIN,Marin Software,sell,1.0,15.76,15.76,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,2.0,2.0,1.0,1.0,24.67,15.76,8.910000000000002,12.335,8.910000000000002,15.76,3.424999999999999,,3.424999999999999,3.424999999999999
79,PBTS,Powerbridge Technologies,sell,10.0,2.3,23.01,0.0,6/29/2021,6/29/2021,Active,1.0,6/29/2021,n/a,2.0,15.0,10.0,5.0,31.650000000000002,23.01,8.64,2.113333333333333,1.7280000000000002,2.3,1.8666666666666698,,1.8666666666666698,1.8666666666666698
80,MRIN,Marin Software,sell,1.0,15.34,15.34,0.0,6/29/2021,6/29/2021,Inactive,1.0,6/29/2021,6/29/2021,2.0,2.0,2.0,0.0,24.67,31.1,-6.429999999999998,12.335,8.910000000000002,15.55,6.429999999999998,,6.429999999999998,3.004999999999999
81,XELA,Exela Technologies,buy,20.0,2.46,49.19,0.0,6/30/2021,6/30/2021,Active,1.0,6/29/2021,n/a,2.0,25.0,0.0,25.0,59.379999999999995,0.0,59.379999999999995,2.3760000000000003,2.3752,0.0,0.0,,0.0,0.0
82,IKT,Inhibikase,buy,50.0,2.77,138.25,0.0,6/30/2021,6/30/2021,Active,1.0,6/30/2021,n/a,1.0,50.0,0.0,50.0,138.25,0.0,138.25,2.77,2.77,0.0,0.0,0.0,,
83,CUEN,Cuentas,buy,12.106537,8.26,100.0,0.0,6/30/2021,6/30/2021,Active,1.0,6/30/2021,n/a,1.0,12.106537,0.0,12.106537,100.0,0.0,100.0,8.26,8.26,0.0,0.0,0.0,,
84,MMAT,Meta Materials,buy,10.0,7.93,79.3,0.0,6/30/2021,6/30/2021,Active,1.0,6/30/2021,n/a,1.0,10.0,0.0,10.0,79.3,0.0,79.3,7.93,7.93,0.0,0.0,0.0,,
85,POWW,Ammo,buy,4.926108,10.15,50.0,0.0,6/30/2021,6/30/2021,Active,1.0,6/30/2021,n/a,1.0,4.926108,0.0,4.926108,50.0,0.0,50.0,10.15,10.15,0.0,0.0,0.0,,
86,MMAT,Meta Materials,buy,5.0,7.44,37.2,0.0,6/30/2021,6/30/2021,Active,1.0,6/30/2021,n/a,2.0,15.0,0.0,15.0,116.5,0.0,116.5,7.766666666666667,7.766666666666667,0.0,0.0,,0.0,0.0
87,BLIN,Bridgeline Digital,buy,8.375209,5.97,50.0,0.0,7/1/2021,7/1/2021,Active,1.0,7/1/2021,n/a,1.0,8.375209,0.0,8.375209,50.0,0.0,50.0,5.97,5.97,0.0,0.0,0.0,,
88,WNW,Meiwu Technology Company,buy,5.807419,8.61,50.0,0.0,7/1/2021,7/1/2021,Active,1.0,7/1/2021,n/a,1.0,5.807419,0.0,5.807419,50.0,0.0,50.0,8.61,8.61,0.0,0.0,0.0,,
89,MRIN,Marin Software,buy,3.831015,18.09,69.3,0.0,7/1/2021,7/1/2021,Active,2.0,7/1/2021,n/a,1.0,3.831015,0.0,3.831015,69.3,0.0,69.3,18.09,18.09,0.0,0.0,,6.429999999999998,0.0
90,PBTS,Powerbridge Technologies,sell,5.0,2.13,10.65,0.0,7/1/2021,7/1/2021,Inactive,1.0,6/29/2021,7/1/2021,2.0,15.0,15.0,0.0,31.650000000000002,33.660000000000004,-2.01,2.113333333333333,1.7280000000000002,2.243333333333333,1.950000000000005,,1.950000000000005,0.08333333333333526
91,POWW,Ammo,sell,4.926108,9.59,47.24,0.0,7/1/2021,7/1/2021,Inactive,1.0,6/30/2021,7/1/2021,1.0,4.926108,4.926108,0.0,50.0,47.24,2.759999999999998,10.15,10.15,9.59,-2.7586204800000025,,-2.7586204800000025,-2.7586204800000025
92,IKT,Inhibikase,sell,50.0,2.8,140.15,0.0,7/1/2021,7/1/2021,Inactive,1.0,6/30/2021,7/1/2021,1.0,50.0,50.0,0.0,138.25,140.15,-1.9000000000000057,2.77,2.77,2.8,1.4999999999999902,,1.4999999999999902,1.4999999999999902
93,CUEN,Cuentas,sell,12.106537,6.7,81.12,0.0,7/1/2021,7/1/2021,Inactive,1.0,6/30/2021,7/1/2021,1.0,12.106537,12.106537,0.0,100.0,81.12,18.879999999999995,8.26,8.26,6.7,-18.886197719999995,,-18.886197719999995,-18.886197719999995
94,MMAT,Meta Materials,sell,15.0,7.31,109.69,0.0,7/1/2021,7/1/2021,Inactive,1.0,6/30/2021,7/1/2021,2.0,15.0,15.0,0.0,116.5,109.69,6.810000000000002,7.766666666666667,7.766666666666667,7.31,-6.850000000000005,,-6.850000000000005,-6.850000000000005
95,MRIN,Marin Software,sell,3.0,21.22,63.66,0.0,7/2/2021,7/2/2021,Active,2.0,7/1/2021,n/a,1.0,3.831015,3.0,0.8310149999999998,69.3,63.66,5.640000000000001,18.09,6.786881103229185,21.22,9.389999999999997,,15.819999999999995,9.389999999999997
96,MRIN,Marin Software,sell,0.831015,21.0,17.45,0.0,7/2/2021,7/2/2021,Inactive,2.0,7/1/2021,7/2/2021,1.0,3.831015,3.831015,-1.1102230246251565e-16,69.3,81.11,-11.809999999999999,18.09,6.786881103229185,21.17227810384454,11.808253649999997,,18.238253649999994,2.41825365
97,BLIN,Bridgeline Digital,sell,8.375209,7.48,62.65,0.0,7/2/2021,7/2/2021,Inactive,1.0,7/1/2021,7/2/2021,1.0,8.375209,8.375209,0.0,50.0,62.65,-12.649999999999999,5.97,5.97,7.48,12.646565590000005,,12.646565590000005,12.646565590000005
98,XELA,Exela Technologies,sell,25.0,2.51,62.75,0.0,7/6/2021,7/6/2021,Inactive,1.0,6/29/2021,7/6/2021,2.0,25.0,25.0,0.0,59.379999999999995,62.75,-3.3700000000000045,2.3760000000000003,2.3752,2.51,3.3499999999999863,,3.3499999999999863,3.3499999999999863
99,PCOR,Procore Technologies,buy,1.0,91.15,91.15,0.0,7/7/2021,7/7/2021,Active,1.0,7/7/2021,n/a,1.0,1.0,0.0,1.0,91.15,0.0,91.15,91.15,91.15,0.0,0.0,0.0,,
100,V,Visa,buy,1.0,240.26,240.26,0.0,7/7/2021,7/7/2021,Active,1.0,7/7/2021,n/a,1.0,1.0,0.0,1.0,240.26,0.0,240.26,240.26,240.26,0.0,0.0,0.0,,
101,ABNB,Airbnb,buy,1.0,148.04,148.04,0.0,7/7/2021,7/7/2021,Active,1.0,7/7/2021,n/a,1.0,1.0,0.0,1.0,148.04,0.0,148.04,148.04,148.04,0.0,0.0,0.0,,
102,TRMB,Trimble,buy,1.0,82.61,82.61,0.0,7/7/2021,7/7/2021,Active,1.0,7/7/2021,n/a,1.0,1.0,0.0,1.0,82.61,0.0,82.61,82.61,82.61,0.0,0.0,0.0,,
103,PUBM,PubMatic,buy,1.0,34.25,34.25,0.0,7/8/2021,7/8/2021,Active,1.0,7/8/2021,n/a,1.0,1.0,0.0,1.0,34.25,0.0,34.25,34.25,34.25,0.0,0.0,0.0,,
104,WISH,ContextLogic,buy,5.0,11.0,55.0,0.0,7/9/2021,7/9/2021,Active,1.0,7/9/2021,n/a,1.0,5.0,0.0,5.0,55.0,0.0,55.0,11.0,11.0,0.0,0.0,0.0,,
105,WISH,ContextLogic,buy,5.0,10.91,54.55,0.0,7/9/2021,7/9/2021,Active,1.0,7/9/2021,n/a,2.0,10.0,0.0,10.0,109.55,0.0,109.55,10.955,10.955,0.0,0.0,,0.0,0.0
106,PUBM,PubMatic,sell,1.0,34.99,34.99,0.0,7/9/2021,7/9/2021,Inactive,1.0,7/8/2021,7/9/2021,1.0,1.0,1.0,0.0,34.25,34.99,-0.740000000000002,34.25,34.25,34.99,0.740000000000002,,0.740000000000002,0.740000000000002
107,MO,Altria,buy,0.054646,47.21,2.58,0.0,7/9/2021,7/12/2021,Active,1.0,5/10/2021,n/a,2.0,3.054646,0.0,3.054646,154.62,0.0,154.62,50.61792353680263,50.61797668207707,0.0,0.0,,0.0,0.0
108,CRTD,Creatd,buy,11.0,5.93,65.23,0.0,7/12/2021,7/12/2021,Active,1.0,7/12/2021,n/a,1.0,11.0,0.0,11.0,65.23,0.0,65.23,5.93,5.93,0.0,0.0,0.0,,
109,WISH,ContextLogic,sell,10.0,10.87,108.7,0.0,7/12/2021,7/12/2021,Inactive,1.0,7/9/2021,7/12/2021,2.0,10.0,10.0,0.0,109.55,108.7,0.8499999999999943,10.955,10.955,10.87,-0.8500000000000085,,-0.8500000000000085,-0.8500000000000085
110,MDIA,Mediaco,buy,1.905502,13.12,25.0,0.0,7/12/2021,7/12/2021,Active,1.0,7/12/2021,n/a,1.0,1.905502,0.0,1.905502,25.0,0.0,25.0,13.12,13.12,0.0,0.0,0.0,,
111,CRTD,Creatd,sell,11.0,5.2,57.2,0.0,7/12/2021,7/12/2021,Inactive,1.0,7/12/2021,7/12/2021,1.0,11.0,11.0,0.0,65.23,57.2,8.030000000000001,5.93,5.93,5.2,-8.029999999999994,,-8.029999999999994,-8.029999999999994
112,MDIA,Mediaco,buy,2.024756,12.35,25.0,0.0,7/12/2021,7/12/2021,Active,1.0,7/12/2021,n/a,2.0,3.9302580000000003,0.0,3.9302580000000003,50.0,0.0,50.0,12.723318123135934,12.721811138098312,0.0,0.0,,0.0,0.0
113,MDIA,Mediaco,sell,3.930258,13.7,53.84,0.0,7/12/2021,7/12/2021,Inactive,1.0,7/12/2021,7/12/2021,2.0,3.9302580000000003,3.930258,4.440892098500626e-16,50.0,53.84,-3.8400000000000034,12.723318123135934,12.721811138098312,13.7,3.8386117600000063,,3.8386117600000063,3.8386117600000063
114,MDIA,Mediaco,buy,5.0,14.33,71.63,0.0,7/12/2021,7/12/2021,Active,2.0,7/12/2021,n/a,1.0,5.0,0.0,5.0,71.63,0.0,71.63,14.33,14.33,0.0,0.0,,3.8386117600000063,0.0
115,MDIA,Mediaco,sell,5.0,14.33,71.65,0.0,7/12/2021,7/12/2021,Inactive,2.0,7/12/2021,7/12/2021,1.0,5.0,5.0,0.0,71.63,71.65,-0.020000000000010232,14.33,14.33,14.330000000000002,0.0,,3.8386117600000063,0.0
116,RCON,Recon Technology,buy,13.15944,3.8,50.0,0.0,7/13/2021,7/13/2021,Active,1.0,7/13/2021,n/a,1.0,13.15944,0.0,13.15944,50.0,0.0,50.0,3.8,3.8,0.0,0.0,0.0,,
117,RCON,Recon Technology,buy,5.0,3.96,19.8,0.0,7/14/2021,7/14/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,0.0,18.15944,69.8,0.0,69.8,3.844054221936359,3.8437308639473464,0.0,0.0,,0.0,0.0
118,TSM,Taiwan Semiconductor Manufacturing,buy,0.425332,117.56,50.0,0.0,7/15/2021,7/15/2021,Active,1.0,6/8/2021,n/a,4.0,1.077424,0.0,1.077424,126.0,0.0,126.0,116.94938110715931,116.94560358781688,0.0,0.0,,0.0,0.0
119,MA,Mastercard,buy,0.128106,390.3,50.0,0.0,7/15/2021,7/15/2021,Active,1.0,7/15/2021,n/a,1.0,0.128106,0.0,0.128106,50.0,0.0,50.0,390.3,390.3,0.0,0.0,0.0,,
120,TSM,Taiwan Semiconductor Manufacturing,buy,0.001346,118.87,0.16,0.0,7/15/2021,7/16/2021,Active,1.0,6/8/2021,n/a,5.0,1.07877,0.0,1.07877,126.16,0.0,126.16,116.95177749659335,116.94800559896919,0.0,0.0,,0.0,0.0
121,UPWK,Upwork,buy,1.0,49.21,49.21,0.0,7/16/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,1.0,0.0,1.0,49.21,0.0,49.21,49.21,49.21,0.0,0.0,0.0,,
122,ISRG,Intuitive Surgical,buy,0.104646,955.6,100.0,0.0,7/15/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,0.104646,0.0,0.104646,100.0,0.0,100.0,955.6,955.6,0.0,0.0,0.0,,
123,CMG,Chipotle,buy,0.031562,1584.18,50.0,0.0,7/16/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,0.031562,0.0,0.031562,50.0,0.0,50.0,1584.18,1584.18,0.0,0.0,0.0,,
124,EPAM,EPAM Systems,buy,0.092874,538.36,50.0,0.0,7/16/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,0.092874,0.0,0.092874,50.0,0.0,50.0,538.36,538.36,0.0,0.0,0.0,,
125,RH,RH,buy,0.149537,668.73,100.0,0.0,7/16/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,0.149537,0.0,0.149537,100.0,0.0,100.0,668.73,668.73,0.0,0.0,0.0,,
126,XELA,Exela Technologies,buy,14.72754,3.4,50.0,0.0,7/16/2021,7/16/2021,Active,2.0,7/16/2021,n/a,1.0,14.72754,0.0,14.72754,50.0,0.0,50.0,3.4,3.4,0.0,0.0,,3.3499999999999863,0.0
127,LCID,Churchill Capital,sell,1.0,23.69,23.69,0.0,7/16/2021,7/16/2021,Active,1.0,5/26/2021,n/a,3.0,4.0,1.0,3.0,83.39,23.69,59.7,20.849999999999998,19.900000000000002,23.69,2.8400000000000034,,2.8400000000000034,2.8400000000000034
128,LCID,Churchill Capital,sell,1.0,23.66,23.66,0.0,7/16/2021,7/16/2021,Active,1.0,5/26/2021,n/a,3.0,4.0,2.0,2.0,83.39,47.35,36.040000000000006,20.849999999999998,18.020000000000003,23.675,5.650000000000006,,5.650000000000006,2.8100000000000023
129,SPT,Sprout Social,buy,0.589344,84.84,50.0,0.0,7/16/2021,7/16/2021,Active,1.0,7/16/2021,n/a,1.0,0.589344,0.0,0.589344,50.0,0.0,50.0,84.84,84.84,0.0,0.0,0.0,,
130,BARK,BARK,sell,2.0,8.46,16.92,0.0,7/20/2021,7/20/2021,Inactive,1.0,6/29/2021,7/20/2021,2.0,2.0,2.0,0.0,20.06,16.92,3.139999999999997,10.03,10.03,8.46,-3.139999999999997,,-3.139999999999997,-3.139999999999997
131,LCID,Churchill Capital,sell,1.0,24.14,24.14,0.0,7/20/2021,7/20/2021,Active,1.0,5/26/2021,n/a,3.0,4.0,3.0,1.0,83.39,71.49000000000001,11.900000000000006,20.849999999999998,11.900000000000006,23.830000000000002,8.940000000000008,,8.940000000000008,3.2900000000000027
132,RCON,Recon Technology,sell,8.0,3.53,28.2,0.0,7/21/2021,7/21/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,8.0,10.15944,69.8,28.2,41.599999999999994,3.844054221936359,4.094713881867504,3.53,-2.512433775490873,,-2.512433775490873,-2.512433775490873
133,XELA,Exela Technologies,sell,4.72754,2.99,14.14,0.0,7/21/2021,7/21/2021,Active,2.0,7/16/2021,n/a,1.0,14.72754,4.72754,10.0,50.0,14.14,35.86,3.4,3.586,2.99,-1.9382913999999987,,1.4117085999999877,-1.9382913999999987
134,ADSK,Autodesk,buy,0.083319,300.05,25.0,0.0,7/21/2021,7/21/2021,Active,1.0,7/21/2021,n/a,1.0,0.083319,0.0,0.083319,25.0,0.0,25.0,300.05,300.05,0.0,0.0,0.0,,
135,DOCU,DocuSign,buy,0.083071,300.95,25.0,0.0,7/21/2021,7/21/2021,Active,1.0,7/21/2021,n/a,1.0,0.083071,0.0,0.083071,25.0,0.0,25.0,300.95,300.95,0.0,0.0,0.0,,
136,DIS,Disney,buy,0.19843,176.38,35.0,0.0,7/21/2021,7/22/2021,Active,1.0,7/22/2021,n/a,1.0,0.19843,0.0,0.19843,35.0,0.0,35.0,176.38,176.38,0.0,0.0,0.0,,
137,MASI,Masimo,buy,0.364431,274.4,100.0,0.0,7/23/2021,7/23/2021,Active,1.0,7/23/2021,n/a,1.0,0.364431,0.0,0.364431,100.0,0.0,100.0,274.4,274.4,0.0,0.0,0.0,,
138,WISH,ContextLogic,buy,2.726995,9.17,25.0,0.0,7/26/2021,7/26/2021,Active,2.0,7/26/2021,n/a,1.0,2.726995,0.0,2.726995,25.0,0.0,25.0,9.17,9.17,0.0,0.0,,-0.8500000000000085,0.0
139,RCON,Recon Technology,sell,3.358778,3.28,11.0,0.0,7/26/2021,7/26/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,11.358778000000001,6.800662,69.8,39.2,30.599999999999994,3.844054221936359,4.499561954409732,3.456075278520277,-4.406966686937833,,-4.406966686937833,-1.8945329114469605
140,XELA,Exela Technologies,sell,5.20162,2.5,13.0,0.0,7/26/2021,7/26/2021,Active,2.0,7/16/2021,n/a,1.0,14.72754,9.92916,4.79838,50.0,27.14,22.86,3.4,4.764107886411664,2.7333021725906326,-6.619749399999998,,-3.269749400000012,-4.681457999999999
141,BLIN,Bridgeline Digital,buy,8.865248,5.64,50.0,0.0,7/26/2021,7/26/2021,Active,2.0,7/26/2021,n/a,1.0,8.865248,0.0,8.865248,50.0,0.0,50.0,5.64,5.64,0.0,0.0,,12.646565590000005,0.0
142,RCON,Recon Technology,sell,3.664641,3.27,12.0,0.0,7/26/2021,7/26/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,15.023419,3.136021,69.8,51.2,18.599999999999994,3.844054221936359,5.931082731907725,3.410686203320296,-6.510669324868914,,-6.510669324868914,-2.10370263793108
143,MKC,McCormick,buy,0.003982,85.38,0.34,0.0,7/26/2021,7/27/2021,Active,1.0,5/19/2021,n/a,2.0,1.003982,0.0,1.003982,90.04,0.0,90.04,89.68286598763724,89.68288276084633,0.0,0.0,,0.0,0.0
144,PI,Impinj,buy,0.980512,40.8,40.0,0.0,7/27/2021,7/27/2021,Active,1.0,7/27/2021,n/a,1.0,0.980512,0.0,0.980512,40.0,0.0,40.0,40.8,40.8,0.0,0.0,0.0,,
145,UPWK,Upwork,buy,0.941619,53.1,50.0,0.0,7/27/2021,7/27/2021,Active,1.0,7/16/2021,n/a,2.0,1.941619,0.0,1.941619,99.21000000000001,0.0,99.21000000000001,51.09651733939563,51.096533356956236,0.0,0.0,,0.0,0.0
146,SE,Sea Limited,buy,0.191681,260.85,50.0,0.0,7/27/2021,7/27/2021,Active,1.0,5/21/2021,n/a,2.0,1.191681,0.0,1.191681,296.06,0.0,296.06,248.43896046844753,248.43896982497833,0.0,0.0,,0.0,0.0
147,XELA,Exela Technologies,sell,4.79838,2.86,13.7,0.0,7/27/2021,7/27/2021,Inactive,2.0,7/16/2021,7/27/2021,1.0,14.72754,14.72754,0.0,50.0,40.84,9.16,3.4,4.764107886411664,2.7745815933957747,-9.210874599999999,,-5.860874600000011,-2.5911252
148,BLIN,Bridgeline Digital,buy,9.454663,5.29,50.0,0.0,7/27/2021,7/27/2021,Active,2.0,7/26/2021,n/a,2.0,18.319910999999998,0.0,18.319910999999998,100.0,0.0,100.0,5.459369643771741,5.458541801867924,0.0,0.0,,12.646565590000005,0.0
149,APPH,AppHarvest,buy,1.0,12.4,12.4,0.0,7/27/2021,7/27/2021,Active,1.0,5/20/2021,n/a,2.0,8.0,0.0,8.0,113.9,0.0,113.9,14.2375,14.2375,0.0,0.0,,0.0,0.0
150,IQ,iQIYI,sell,2.0,11.15,22.3,0.0,7/28/2021,7/28/2021,Inactive,1.0,7/26/2018,7/28/2021,1.0,2.0,2.0,0.0,65.8,22.3,43.5,32.9,32.9,11.15,-43.5,,-43.5,-43.5
151,WNW,Meiwu Technology Company,sell,0.807419,5.28,4.26,0.0,7/28/2021,7/28/2021,Active,1.0,7/1/2021,n/a,1.0,5.807419,0.807419,5.0,50.0,4.26,45.74,8.61,9.148,5.279999999999999,-2.6887052699999994,,-2.6887052699999994,-2.6887052699999994
152,RCON,Recon Technology,sell,0.136021,3.23,0.44,0.0,7/28/2021,7/28/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,15.15944,3.0,69.8,51.64,18.159999999999993,3.844054221936359,6.053333333333331,3.4090649615025357,-6.594193594190919,,-6.594193594190919,-0.08352426932200548
153,MITK,Mitek,buy,1.0,18.72,18.72,0.0,7/28/2021,7/28/2021,Active,1.0,7/26/2018,n/a,2.0,6.0,0.0,6.0,65.97,0.0,65.97,10.995,10.995,0.0,0.0,,0.0,0.0
154,WISH,ContextLogic,sell,2.726995,9.68,26.4,0.0,7/28/2021,7/28/2021,Inactive,2.0,7/26/2021,7/28/2021,1.0,2.726995,2.726995,0.0,25.0,26.4,-1.3999999999999986,9.17,9.17,9.68,1.3907674499999994,,0.5407674499999908,1.3907674499999994
155,RCON,Recon Technology,sell,2.0,3.45,6.9,0.0,7/29/2021,7/29/2021,Active,1.0,7/13/2021,n/a,2.0,18.15944,17.15944,1.0,69.8,58.54,11.259999999999993,3.844054221936359,11.259999999999993,3.413836100711911,-7.382302038063637,,-7.382302038063637,-0.7881084438727175
156,WNW,Meiwu Technology Company,sell,3.0,5.42,16.26,0.0,8/3/2021,8/3/2021,Active,1.0,7/1/2021,n/a,1.0,5.807419,3.807419,2.0,50.0,20.520000000000003,29.48,8.61,14.74,5.3903109481777545,-12.258705269999998,,-12.258705269999998,-9.569999999999999
157,RCON,Recon Technology,sell,1.0,3.33,3.33,0.0,8/3/2021,8/3/2021,Inactive,1.0,7/13/2021,8/3/2021,2.0,18.15944,18.15944,0.0,69.8,61.87,7.929999999999993,3.844054221936359,11.259999999999993,3.409219432978109,-7.896356259999996,,-7.896356259999996,-0.5140542219363589
158,LOW,Lowe's,buy,0.004185,191.16,0.8,0.0,8/4/2021,8/5/2021,Active,1.0,5/25/2021,n/a,2.0,1.004185,0.0,1.004185,192.10000000000002,0.0,192.10000000000002,191.29941654177267,191.29941196094344,0.0,0.0,,0.0,0.0
159,PINS,Pinterest,buy,0.502887,59.66,30.0,0.0,8/4/2021,8/5/2021,Active,1.0,8/5/2021,n/a,1.0,0.502887,0.0,0.502887,30.0,0.0,30.0,59.66,59.66,0.0,0.0,0.0,,
160,WNW,Meiwu Technology Company,sell,2.0,4.99,9.98,0.0,8/5/2021,8/5/2021,Inactive,1.0,7/1/2021,8/5/2021,1.0,5.807419,5.807418999999999,0.0,50.0,30.500000000000004,19.5,8.61,14.74,5.252449034588343,-19.498705269999995,,-19.498705269999995,-7.239999999999998
